Time (s),Latitude (°),Longitude (°),Altitude (m),Altitude WGS84 (m),Speed (m/s),Direction (°),Distance (km),Horizontal Accuracy (m),Vertical Accuracy (m),Satellites
5.68E-03,0.0000E+00,-7.88E+01,2.14E+02,1.79E+02,5.90E-01,1.16E+02,1.37E-03,3.54E+00,3.00E+00,-1.00E+00
7.29E-03,1.0000E+00,-7.88E+01,2.09E+02,1.75E+02,NaN,NaN,1.37E-03,1.16E+01,3.00E+01,-1.00E+00
4.88E-02,1.2246E-16,-7.88E+01,2.09E+02,1.75E+02,NaN,NaN,1.45E-02,1.16E+01,3.00E+01,-1.00E+00
6.23E-01,-1.0000E+00,-7.88E+01,2.41E+02,2.07E+02,2.90E-01,1.70E+02,1.86E-02,1.29E+01,2.40E+01,-1.00E+00
1.94E+00,-1.2246E-16,-7.88E+01,2.09E+02,1.75E+02,2.90E-01,NaN,2.15E-02,3.89E+00,4.00E+00,-1.00E+00
2.94E+00,1.0000E+00,-7.88E+01,2.13E+02,1.78E+02,2.90E-01,7.14E+01,2.28E-02,3.54E+00,3.00E+00,-1.00E+00
3.94E+00,1.2246E-16,-7.88E+01,2.15E+02,1.81E+02,3.60E-01,1.15E+02,2.37E-02,3.54E+00,3.00E+00,-1.00E+00
4.94E+00,-1.0000E+00,-7.88E+01,2.15E+02,1.80E+02,4.50E-01,1.21E+02,2.47E-02,3.54E+00,3.00E+00,-1.00E+00
5.94E+00,-1.2246E-16,-7.88E+01,2.14E+02,1.80E+02,6.20E-01,2.81E+02,2.57E-02,3.54E+00,3.00E+00,-1.00E+00
6.94E+00,1.0000E+00,-7.88E+01,2.14E+02,1.80E+02,1.70E-01,NaN,2.64E-02,3.54E+00,3.00E+00,-1.00E+00
7.94E+00,1.2246E-16,-7.88E+01,2.13E+02,1.79E+02,0.00E+00,NaN,2.74E-02,3.54E+00,3.00E+00,-1.00E+00
