Time (s),Latitude (°),Longitude (°),Altitude (m),Altitude WGS84 (m),Speed (m/s),Direction (°),Distance (km),Horizontal Accuracy (m),Vertical Accuracy (m),Satellites
6.63E-03,0.0000E+00,-7.88E+01,2.13E+02,1.78E+02,NaN,NaN,0.00E+00,1.16E+01,7.31E+00,-1.00E+00
1.65E-02,8.6600E-01,-7.88E+01,2.09E+02,1.75E+02,NaN,NaN,0.00E+00,1.16E+01,3.00E+01,-1.00E+00
5.55E-02,1.0000E+00,-7.88E+01,2.09E+02,1.75E+02,NaN,NaN,1.41E-02,1.16E+01,3.00E+01,-1.00E+00
6.37E-01,8.6600E-01,-7.88E+01,2.19E+02,1.85E+02,8.70E-01,2.42E+02,3.03E-02,1.19E+01,1.20E+01,-1.00E+00
1.70E+00,0.0000E+00,-7.88E+01,2.09E+02,1.75E+02,2.40E-01,2.12E+02,3.10E-02,3.93E+00,3.00E+00,-1.00E+00
2.70E+00,-8.6600E-01,-7.88E+01,2.12E+02,1.77E+02,2.20E-01,NaN,3.15E-02,4.06E+00,3.00E+01,-1.00E+00
3.70E+00,-1.0000E+00,-7.88E+01,2.14E+02,1.80E+02,2.40E-01,2.12E+02,3.20E-02,2.87E+00,3.00E+00,-1.00E+00
4.70E+00,-8.6600E-01,-7.88E+01,2.14E+02,1.80E+02,2.70E-01,2.27E+02,3.25E-02,3.07E+00,3.00E+00,-1.00E+00
5.70E+00,0.0000E+00,-7.88E+01,2.14E+02,1.79E+02,0.00E+00,3.03E+02,3.31E-02,3.21E+00,3.00E+00,-1.00E+00
6.70E+00,8.6600E-01,-7.88E+01,2.14E+02,1.79E+02,2.70E-01,2.72E+02,3.34E-02,3.29E+00,3.00E+00,-1.00E+00
7.70E+00,1.0000E+00,-7.88E+01,2.13E+02,1.79E+02,0.00E+00,NaN,3.36E-02,3.36E+00,3.00E+00,-1.00E+00
