Time (s),Latitude (°),Longitude (°),Altitude (m),Altitude WGS84 (m),Speed (m/s),Direction (°),Distance (km),Horizontal Accuracy (m),Vertical Accuracy (m),Satellites
5.36E-03,4.29E+01,-7.88E+01,2.13E+02,1.78E+02,NaN,NaN,0.00E+00,1.16E+01,3.00E+01,-1.00E+00
8.37E-03,4.29E+01,-7.88E+01,2.10E+02,1.75E+02,NaN,NaN,0.00E+00,1.16E+01,3.00E+01,-1.00E+00
4.87E-02,4.29E+01,-7.88E+01,2.10E+02,1.75E+02,NaN,NaN,1.38E-02,1.16E+01,3.00E+01,-1.00E+00
6.42E-01,4.29E+01,-7.88E+01,2.18E+02,1.83E+02,6.10E-01,1.25E+02,1.72E-02,1.19E+01,1.60E+01,-1.00E+00
1.87E+00,4.29E+01,-7.88E+01,2.04E+02,1.70E+02,6.10E-01,6.47E+01,2.16E-02,5.32E+00,4.00E+00,-1.00E+00
2.87E+00,4.29E+01,-7.88E+01,2.07E+02,1.72E+02,0.00E+00,6.47E+01,2.27E-02,3.86E+00,4.00E+00,-1.00E+00
3.87E+00,4.29E+01,-7.88E+01,2.10E+02,1.75E+02,5.00E-01,1.76E+02,2.39E-02,3.48E+00,3.00E+00,-1.00E+00
4.87E+00,4.29E+01,-7.88E+01,2.12E+02,1.78E+02,4.70E-01,1.75E+02,2.50E-02,3.50E+00,3.00E+00,-1.00E+00
5.87E+00,4.29E+01,-7.88E+01,2.13E+02,1.78E+02,6.10E-01,2.45E+02,2.63E-02,3.51E+00,3.00E+00,-1.00E+00
6.87E+00,4.29E+01,-7.88E+01,2.13E+02,1.79E+02,4.70E-01,2.86E+02,2.72E-02,3.51E+00,3.00E+00,-1.00E+00
7.87E+00,4.29E+01,-7.88E+01,2.14E+02,1.79E+02,4.60E-01,2.74E+02,2.78E-02,3.52E+00,3.00E+00,-1.00E+00
8.87E+00,4.29E+01,-7.88E+01,2.13E+02,1.79E+02,0.00E+00,NaN,2.81E-02,3.52E+00,3.00E+00,-1.00E+00
9.87E+00,4.29E+01,-7.88E+01,2.14E+02,1.79E+02,0.00E+00,NaN,,3.52E+00,3.00E+00,-1.00E+00
